#DataThief /Users/dcmoore/Desktop/Screen Shot 2022-05-10 at 3.33.34 PM.png Tuesday 10-May-2022 3:36:59 PM
5.614517e-5, 0.009531
6.533372e-5, 0.007049
7.602689e-5, 0.005263
9.238367e-5, 0.003542
1.172305e-4, 0.002232
1.349498e-4, 0.001714
1.520138e-4, 0.001329
1.675703e-4, 0.00109
1.847208e-4, 9.030017e-4
2.036255e-4, 7.443315e-4
2.208445e-4, 6.22266e-4
2.408214e-4, 5.177758e-4
2.555839e-4, 4.410899e-4
2.712574e-4, 3.829211e-4
2.817205e-4, 3.419523e-4
3.006252e-4, 2.982649e-4
3.139286e-4, 2.727153e-4
3.332115e-4, 2.565239e-4
3.55615e-4, 2.482256e-4
3.816002e-4, 2.459327e-4
4.050623e-4, 2.425082e-4
4.276261e-4, 2.324536e-4
4.369648e-4, 2.135364e-4
4.489117e-4, 1.871203e-4
4.611724e-4, 1.601489e-4
4.789344e-4, 1.364233e-4
4.975051e-4, 1.437031e-4
5.057426e-4, 1.624654e-4
5.141536e-4, 1.952966e-4
5.227598e-4, 2.567812e-4
5.314864e-4, 3.25116e-4
5.403045e-4, 3.781186e-4
5.492171e-4, 4.058649e-4
5.582643e-4, 4.275021e-4
5.766896e-4, 3.983199e-4
5.86059e-4, 3.473932e-4
5.923282e-4, 2.903774e-4
5.986345e-4, 2.326278e-4
6.083267e-4, 1.935348e-4
6.082421e-4, 1.720004e-4
6.215078e-4, 1.543189e-4
6.422061e-4, 1.837682e-4
6.493285e-4, 2.137248e-4
6.565044e-4, 2.404889e-4
6.530246e-4, 2.642856e-4
6.56665e-4, 2.959778e-4
6.675082e-4, 3.222258e-4
6.748362e-4, 3.410052e-4
7.008977e-4, 3.162356e-4
7.04617e-4, 2.82381e-4
7.122099e-4, 2.521538e-4
7.238213e-4, 2.305403e-4
7.478812e-4, 2.606496e-4
7.561546e-4, 2.960708e-4
7.603869e-4, 3.378921e-4
7.687688e-4, 3.713404e-4
7.730759e-4, 4.257983e-4
7.773727e-4, 4.701561e-4
8.031903e-4, 5.191662e-4
8.386633e-4, 4.422584e-4
8.483135e-4, 7.2929e-4
8.555407e-4, 0.009771
