1	0	c14n12.grace.hpc.yale.internal	2022-04-21 11:21:04	2022-04-21 11:36:10	905.86	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 1
5	0	c15n12.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:11	906.16	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 5
8	0	c16n12.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:12	907.46	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 8
3	0	c15n07.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:12	907.62	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 3
2	0	c15n07.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:12	907.70	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 2
0	0	c14n12.grace.hpc.yale.internal	2022-04-21 11:21:04	2022-04-21 11:36:12	907.88	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 0
6	0	c16n09.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:12	907.76	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 6
9	0	c16n12.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:13	908.57	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 9
7	0	c16n12.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:15	910.58	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 7
4	0	c15n07.grace.hpc.yale.internal	2022-04-21 11:21:05	2022-04-21 11:36:22	917.88	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py ar_37 0.0 100 4
