7	0	c24n09.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.59	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 7
10	0	c25n05.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.63	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 10
1	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.61	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 1
3	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.63	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 3
0	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.59	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 0
2	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.63	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 2
31	0	c26n08.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.68	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 31
9	0	c25n03.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.77	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 9
4	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:11	2022-04-21 14:10:27	15.77	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 4
6	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:12	2022-04-21 14:10:27	15.46	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 6
5	0	c24n04.grace.hpc.yale.internal	2022-04-21 14:10:12	2022-04-21 14:10:27	15.55	module load miniconda; source activate; conda activate py37_dev; python calculate_pdfs.py be_7 0.0 10 5
